테스트,Test
"공격 적중 시, 공격력과 치명타가 증가하는 용맹 상태가 됩니다. 최대 3번까지 중첩되며, 중첩 단계에 따라 자신과 양 옆에 있는 경장형 아군에게 추가 효과를 부여합니다.",
"공격 적중 시, 용맹 획득. 용맹 중첩 단계에 따라 추가 효과 부여",
용맹 스택 더미,
사과 증오 (행동력 더미),
펠타스트 (2단계),
펠타스트 (3단계),
정밀 포격,
정밀 포격으로 보호를 무시하고 {0} 피해를 줍니다. 대상이 표식 상태면 피해량이 증가합니다.,
단일 대상 보호 무시 {0} 피해. 표식 대상 피해량 증가,
포격 난사,
포격을 난사해 지정 범위에 {0} 피해를 줍니다. 대상이 이동 불가 또는 회피 감소 상태면 피해량이 증가합니다.,
지정 범위 {0} 피해. 이동 불가 / 회피 감소 대상 피해량 증가,
공중 포격 지원,
"공격 후, 앞 열의 범위 내에 있는 경장 / 중장형 아군의 공격을 지원 합니다. 경장형은 1라운드 / 중장형은 2라운드 동안 유지됩니다. 라운드 개시 시, 지정 대상 보호를 받는 상태인 경우 AP가 증가합니다.",
"공격 시, 경장 / 중장형 아군 공격 지원. 지정 보호 상태면 AP 증가",
숙련된 조준,
숙련된 조준으로 치명타 / 적중 / 방어 관통이 증가합니다. 스킬 숙련도 10에서 사거리가 1 증가합니다.,
치명타 / 적중 / 방어 관통 증가,
포격 난사 (더미),
숙련된 조준 (10렙),
숙련된 조준으로 적중과 방어 관통이 증가합니다. 스킬 숙련도 10에서 사거리가 1 증가합니다.,
치명타 / 적중 / 방어 관통 / 사거리 증가,
록 온 센서 (더미),
2연장 리볼버 캐논,
"리볼버 캐논으로 단일 대상에게 {0} 피해를 주고, 2라운드 동안 대상을 도발하며 적중을 감소시킵니다. 대상이 회피 또는 방어 감소 상태면 피해량이 증가합니다.",
단일 대상 {0} 피해. 대상 도발 / 적중 감소. 회피 / 방어 감소 대상 피해량 증가,
F.F 미사일,
"날치 미사일로 {0} 피해를 줍니다. 대상의 방어력을 일정 비율 무시하며, 대상이 도발 또는 방어 감소 상태면 피해량이 증가합니다.",
단일 대상 {0} 방어 관통 피해. 도발 / 방어 감소 대상 피해량 증가,
우향선회,
"적 공격 시 2라운드 동안 회피가 증가하며, 범위 내 아군을 보호합니다. 대상이 기동 / 중장형일 경우, 대상에게 공격 지원 / 적중 / 치명타 증가 효과를 줍니다. <우향 선회> 상태에서 추가 공격 시, 최대 2회까지 회피 증가 효과가 50% 추가 적용됩니다.",
"공격 시, 회피 증가 / 아군 지정 보호 / 공격 지원 (기동/중장)",
오만과 분노,
"공격 회피 시, 피격되기 전까지 공격 능력이 증가합니다. 적 처치 시, 2라운드 동안 자신과 아군에게 각 효과를 2배로 적용하며, 자신은 회피가 증가합니다. 추가 처치 시, 50% 효과가 추가 적용됩니다. 스킬 레벨 10에서 범위가 증가합니다.",
"적 처치 시, 자신과 아군 능력치 증가. 자신은 회피 추가 증가",
우향선회 (회피 증가),
우향선회 (회피 추가 증가),
우향선회 (중장 지원),
오만과 분노 (킬 회피 자버프),
오만과 분노 (공격 더미),
오만과 분노 (치명 더미),
오만과 분노 (적중 더미),
오만과 분노 (추가 킬),
오만과 분노 (행력 더미),
길동무 모집?! (아군 행동력),
길동무 모집?! (아군 AP),
길동무 모집?! (2렙),
길동무 모집?! (3렙),
길동무 모집?! (4렙),
길동무 모집?! (5렙),
길동무 모집?! (6렙),
길동무 모집?! (7렙),
길동무 모집?! (8렙),
길동무 모집?! (9렙),
길동무 모집?! (10렙),
불가사리 전장 버프 Lv.1,Bulgasari Unique Buff Lv.1
불가사리 전장 버프 Lv.2,Bulgasari Unique Buff Lv.2
불가사리 전장 버프 Lv.3,Bulgasari Unique Buff Lv.3
불가사리 전장 버프 Lv.4,Bulgasari Unique Buff Lv.4
불가사리 전장 버프 Lv.5,Bulgasari Unique Buff Lv.5
불가사리 전장 버프 Lv.6,Bulgasari Unique Buff Lv.6
불가사리 전장 버프 Lv.7,Bulgasari Unique Buff Lv.7
불가사리 전장 버프 Lv.8,Bulgasari Unique Buff Lv.8
불가사리 전장 버프 Lv.9,Bulgasari Unique Buff Lv.9
불가사리 전장 버프 Lv.10,Bulgasari Unique Buff Lv.10
네레이드 전장 버프 Lv.1,Nereid Unique Buff Lv.1
네레이드 전장 버프 Lv.2,Nereid Unique Buff Lv.2
네레이드 전장 버프 Lv.3,Nereid Unique Buff Lv.3
네레이드 전장 버프 Lv.4,Nereid Unique Buff Lv.4
네레이드 전장 버프 Lv.5,Nereid Unique Buff Lv.5
네레이드 전장 버프 Lv.6,Nereid Unique Buff Lv.6
네레이드 전장 버프 Lv.7,Nereid Unique Buff Lv.7
네레이드 전장 버프 Lv.8,Nereid Unique Buff Lv.8
네레이드 전장 버프 Lv.9,Nereid Unique Buff Lv.9
네레이드 전장 버프 Lv.10,Nereid Unique Buff Lv.10
스팅어 전장 버프 Lv.1,Stinger Unique Buff Lv.1
님프 전장 버프 Lv.1,Nymph Unique Buff Lv.1
님프 전장 버프 Lv.2,Nymph Unique Buff Lv.2
님프 전장 버프 Lv.3,Nymph Unique Buff Lv.3
님프 전장 버프 Lv.4,Nymph Unique Buff Lv.4
님프 전장 버프 Lv.5,Nymph Unique Buff Lv.5
님프 전장 버프 Lv.6,Nymph Unique Buff Lv.6
님프 전장 버프 Lv.7,Nymph Unique Buff Lv.7
님프 전장 버프 Lv.8,Nymph Unique Buff Lv.8
님프 전장 버프 Lv.9,Nymph Unique Buff Lv.9
님프 전장 버프 Lv.10,Nymph Unique Buff Lv.10
스카디 전장 버프 Lv.1,Scathy Unique Buff Lv.1
스카디 전장 버프 Lv.2,Scathy Unique Buff Lv.2
스카디 전장 버프 Lv.3,Scathy Unique Buff Lv.3
스카디 전장 버프 Lv.4,Scathy Unique Buff Lv.4
스카디 전장 버프 Lv.5,Scathy Unique Buff Lv.5
스카디 전장 버프 Lv.6,Scathy Unique Buff Lv.6
스카디 전장 버프 Lv.7,Scathy Unique Buff Lv.7
스카디 전장 버프 Lv.8,Scathy Unique Buff Lv.8
스카디 전장 버프 Lv.9,Scathy Unique Buff Lv.9
스카디 전장 버프 Lv.10,Scathy Unique Buff Lv.10
그리폰 전장 버프 Lv.1,Griffon Unique Buff Lv.1
그리폰 전장 버프 Lv.2,Griffon Unique Buff Lv.2
그리폰 전장 버프 Lv.3,Griffon Unique Buff Lv.3
그리폰 전장 버프 Lv.4,Griffon Unique Buff Lv.4
그리폰 전장 버프 Lv.5,Griffon Unique Buff Lv.5
그리폰 전장 버프 Lv.6,Griffon Unique Buff Lv.6
그리폰 전장 버프 Lv.7,Griffon Unique Buff Lv.7
그리폰 전장 버프 Lv.8,Griffon Unique Buff Lv.8
그리폰 전장 버프 Lv.9,Griffon Unique Buff Lv.9
그리폰 전장 버프 Lv.10,Griffon Unique Buff Lv.10
콘스탄챠 전장 버프 Lv.1,Constantia Unique Buff Lv.1
콘스탄챠 전장 버프 Lv.2,Constantia Unique Buff Lv.2
콘스탄챠 전장 버프 Lv.3,Constantia Unique Buff Lv.3
콘스탄챠 전장 버프 Lv.4,Constantia Unique Buff Lv.4
콘스탄챠 전장 버프 Lv.5,Constantia Unique Buff Lv.5
콘스탄챠 전장 버프 Lv.6,Constantia Unique Buff Lv.6
콘스탄챠 전장 버프 Lv.7,Constantia Unique Buff Lv.7
콘스탄챠 전장 버프 Lv.8,Constantia Unique Buff Lv.8
콘스탄챠 전장 버프 Lv.9,Constantia Unique Buff Lv.9
콘스탄챠 전장 버프 Lv.10,Constantia Unique Buff Lv.10
에너지 충전 (티어 2 더미),
록 온 센서 (티어 2 AP 감소),
"목표 대상을 조준해 5라운드 동안 표식으로 설정해, 받는 피해가 증가하며 회피가 감소한 상태로 만듭니다. 일정 확률로 대상의 회피 증가 효과를 해제합니다.",
에너지 코팅 (티어 2 무적 더미),
"스킬 사용 시, 3라운드 동안 받는 공격을 3회 무효화합니다. 해당 상태에선 받는 피해가 감소하며, 효과 저항이 증가합니다.",
듀얼 버스트 (피해량 더미),
피학성향 (최대 중첩 더미),
가학성향 (적 처치 더미),
가학성향 (아군 사망 더미),
스토킹 (추가 효과 더미),
브레스트 버스터,Breast Buster
"음파를 발사해 보호 효과를 무시하고 {0} 피해를 줍니다. 대상의 공격력/치명타/적중이 감소하며, <치어 리더> 중첩에 따라 효과가 최대 2배까지 증폭됩니다. 중첩이 3인 경우, 대상이 받는 피해가 증가합니다. <치어 리더> 중첩을 모두 소모합니다.",
지정 범위 {0} 피해. 공격력 / 치명타 / 적중 감소,
치어 업!,Cheer Up!
"주변 바이오로이드들을 응원해 공격력/방어력/적중/회피를 증가시킵니다. <치어 리더> 중첩에 따라 효과가 2배까지 증가합니다. 중첩이 3인 경우, 해로운 효과를 해제합니다. 스킬 숙련도 10에서 범위가 증가합니다.",
범위 내 아군 공격력 / 방어력 / 적중 / 회피 증가,
LBRB 스피커,LBRB Speakers
"라운드 개시 시, <치어 리더> 효과가 적용된 상태면 아군 바이오로이드의 공격력과 치명타를 증가시킵니다. 대기 시, 아군 바이오로이드들의 AP와 행동력을 증가시킵니다. 스킬 숙련도 10에서 범위가 증가합니다.",
"<치어 리더> 상태면 아군 공격력/치명타 증가. 대기 시, 아군 AP/행동력 증가",
치어 리더,Cheerleader
"스킬 적중 시, <치어 리더> 중첩을 1 얻으며 행동력이 증가합니다. 최대 3번까지 중첩되며, 중첩 수에 따라 <브레스트 버스터>와 <치어 업!>의 효과가 강화됩니다.",
"스킬 적중 시, 행동력 증가 / 스킬 강화 (최대 3중첩)",
요인 경호 (아군 공격력 더미),
요인 경호 (아군 적중 더미),
브레스트 버스터 (2단계),
브레스트 버스터 (3단계),
LBRB 스피커 (좌측 AP),
치어 업! (2단계),
치어 업! (3단계),
LBRB 스피커 (좌측 행력),
핀 레이저 사격 (대 기동 더미),
엘랑비탈 (방어 추가 효과 더미),
대공 지휘 (공격 지원 더미),
광학 미채 (처치 회피 효과),
랜스 차지,
"랜스 돌격으로 대상에게 {0} 화염 피해를 주고, 대상의 방어력과 화염 저항을 낮춥니다. 공격 시, 2라운드 동안 자신의 회피가 증가합니다. 적을 처치하면 회피가 추가로 증가합니다.",
"단일 대상 {0} 화염 피해. 방어력 / 화염 저항 감소. 적중 시, 회피 증가",
방어 대형,
"3라운드 동안 지정 아군을 보호하며, 자신의 방어력이 증가하며 받는 피해가 감소합니다.",
지정 아군 보호. 자신의 방어력 / 화염 속성 저항 증가.,
뱅가드,
"자신의 화염 저항이 증가하며, 2라운드 동안 같은 열에 인접한 공격기를 보호하고 자신과 대상의 공격력과 치명타를 상승시킵니다. 해당 효과는 자신이 적을 처치하면 재 활성화됩니다.",
"전투 개시 시, 열 인접 공격기 보호. 자신과 대상 공격력 / 치명타 증가",
핀 레이저 사격 (도발 더미),
랜스 차지 (공격 회피 더미 1),
방어 대형 (자신 방어력 더미),
방어 대형 (자신 화염 저항 더미),
돌격 대형 (자신 더미),
랜스 차지 (공격 회피 더미 2),
정밀 유도 미사일,
정밀 유도 미사일로 {0} 피해를 줍니다. 대상이 표식 상태면 피해량이 크게 증가합니다.,
멀티 록 온,
"목표 범위 대상들을 표식으로 설정하고, 회피 강화 효과를 해제하며 회피가 낮춥니다. 자신은 적중이 증가하며, 대상들은 받는 피해 증가 상태가 됩니다.",
대열 정비,
"아군 사망 시, 대열을 정비해 인접한 아군들과 자신의 행동력 / 적중 / 회피가 증가합니다.",
위기 극복,
"공격 받을 때, 자신에게 능력치 감소 효과가 적용되어 있으면 반격하며, 일정 확률로 해당 효과를 해제합니다..",
멀티 록 온 (자버프 더미),
프래그 샷건,
샷건을 발사해 {0} 피해를 줍니다. 자신이 전열이면 피해량이 증가합니다.,
장갑 장착,
"외장형 반응 장갑을 장착해 전투 속행 효과를 얻으며, 방어력과 모든 속성 저항이 증가합니다.",
외장형 반응 장갑,
"공격 받는 경우, 3회까진 최소 피해만 받으며 효과 저항이 증가합니다.",
엄폐 지원,
"라운드 개시 시, 같은 행의 뒤에 배치된 아군을 보호합니다. 해당 효과는 자신이 스킬을 사용하면 해제됩니다.",
외장형 반응 장갑 (효과 저항 더미),
공격 방해,
"대상에게 {0} 피해를 주며, 2라운드 동안 대상의 공격력 / 적중 / 치명타를 낮춥니다.",
주변 아군의 출력을 강화해 공격력 / 적중 / 치명타를 높입니다. 자신은 행동력이 증가합니다.,
일제 공격 지원,
"라운드 개시 시, 일정 확률로 무장 보급을 받은 아군의 공격을 지원합니다.",
숙련된 칙 웅크리기,
HP가 50% 이하가 되면 받는 피해가 감소하며 회피가 증가합니다.,
과전류 방출,
"사망 시, 모든 아군의 행동력 / 공격력이 감소합니다.",
무장 보급 (자버프 더미),
숙련된 칙 웅크리기 (회피 더미),
전자기장 미사일,
"전자기장 미사일로 {0} 피해를 주고, 대상의 적중 / 치명타 / 효과 발동을 낮춥니다.",
반물질 역장 전개,
반물질 역장을 넓게 전개해 주변 아군이 받는 피해를 일정 횟수 무효화합니다.,
반물질 역장,
"라운드 개시 시, 반물질 역장을 전개해 자신이 받는 피해를 일정 횟수 무효화합니다.",
행동 예측,
"스킬 사용 시, 주변 아군에게 적 분석 결과를 발신해 적중 / 회피 / AP를 올려줍니다.",
은폐장,
"전투 개시 시, 은폐장을 전개해 회피가 대폭 증가합니다. 해당 효과는 전투가 진행될수록 점감됩니다.",
점착탄 난사,
"점착탄을 난사해 {0} 피해를 주고, 대상들의 회피를 낮추며 회피 강화 효과를 해제합니다. 적중 대상은 이동 불가 상태가 되며, 자신은 적중과 치명타가 증가합니다.",
대장갑 정밀 저격,
"대장갑 정밀 저격으로 {0} 방어 관통 피해를 줍니다. 대상이 중장형인 경우, 피해량이 크게 증가합니다.",
위장 홀로그램 발산,
"위장 홀로그램을 발산해, 적 진영과 멀수록 회피가 증가합니다. 해당 효과는 공격 시, 해당 라운드에는 일시적으로 해제됩니다.",
위장 홀로그램 발산 (전열 더미),
위장 홀로그램 발산 (중열 더미),
점착탄 난사 (자버프 더미),
대장갑 정밀 저격 (방관 더미),
칙 머신캐논,
"대구경 기관포로 {0} 피해를 주고, 대상에게 무작위 방해 효과를 부여합니다.",
칙 파이널 어택,
"전 무장을 발사해 목표 범위에 {0} 피해를 줍니다. 목표 중심점 밖일수록 피해가 감소하며, <광분> 상태면 피해량이 크게 증가합니다.",
전투 프로그램 설정,
"라운드 개시 시, 자신의 HP가 50% 이하면 전투 프로그램을 갱신해 자신과 주변 아군에게 무작위 강화 효과를 부여합니다. 낮은 확률로 치명적 오류가 발생해 행동 불가가 되거나 받는 피해 증가 효과가 발생합니다.",
칙 철벽 방어술,
"공격한 후, 방어 태세를 취해 해당 라운드 동안에는 최소 피해만 받습니다.",
앵그리 칙,
"아군이 처치되면 3라운드 동안 공격력이 증가합니다. 라운드 개시 시, <앵그리 칙>이 3 중첩 이상이면 <광분> 상태가 되어 공격력 / 적중 / 치명타 / 행동력이 증가하며 피해 감소 효과를 무시합니다.",
전투 프로그램 설정 (오류 더미),
앵그리 칙 (피격 더미),
집중 견제,
"집중 견제 사격으로 {0} 피해를 주고, 대상의 공격력 / 적중 / 회피를 낮추며 받는 피해 증가 상태로 만듭니다.",
냉각기 조준,
"조준 사격으로 {0} 피해를 줍니다. 대상이 로봇인 경우, 냉각 장치를 파괴해 화염 저항과 행동력을 낮춥니다.",
상황 전파,
"아군 사망 시, 주변에 있는 아군에게 상황을 전파해 AP와 공격력을 상승시킵니다.",
제압 사격으로 {0} 피해를 주고 표식으로 설정해 받는 피해를 증가시킵니다. 대상의 AP와 행동력을 감소시킵니다.,
밀착 호위,
3라운드 동안 대상 아군을 보호하며 대상의 AP를 증가시킵니다. 자신은 받는 피해가 감소합니다.,
경계 강화,
"라운드 개시 시, 자신의 HP가 50% 이하면 행동력이 증가하며 반격합니다.",
밀착 호위 (피해 감소 더미),
지향 사격,
"기총 난사로 {0} 피해를 주고, 대상들을 표식으로 설정해 받는 피해를 증가시킵니다. 대상의 행동력과 회피를 감소시키며, 일정 확률로 피해 감소 효과를 해제합니다.",
다연장 재밍 미사일,
"재밍 미사일로 {0} 피해를 주고, 대상의 공격력 / 적중 / 치명타를 낮춥니다. 일정 확률로 대상에게 적용된 공격력 강화 효과를 해제합니다.",
긴급 경보,
"라운드 개시 시, 주변에 HP가 33% 이하인 아군이 있으면 대상의 AP와 회피를 증가시킵니다.",
